application_id,fraud_category
AS202526000236859,FEE_INFLATION
BR202526000066273,FEE_INFLATION
GJ202526000157114,FEE_INFLATION
AS202526000041591,FEE_INFLATION
AP202526000168257,FEE_INFLATION
MN202526000207315,FEE_INFLATION
AS202526000182641,FEE_INFLATION
BR202526000187508,FEE_INFLATION
BR202526000072643,FEE_INFLATION
MN202526000192451,FEE_INFLATION
PB202526000168495,FEE_INFLATION
MN202526000078132,FEE_INFLATION
KA202526000480415,FEE_INFLATION
BR202526000169715,FEE_INFLATION
TS202526001425918,FEE_INFLATION
AS202526000179688,FEE_INFLATION
GJ202526000158153,FEE_INFLATION
AS202526000122293,FEE_INFLATION
AS202526000048999,FEE_INFLATION
MN202526000081983,FEE_INFLATION
MN202526000147063,FEE_INFLATION
AS202526000148520,FEE_INFLATION
HP202526000127521,FEE_INFLATION
AS202526000096927,FEE_INFLATION
AP202526000097834,FEE_INFLATION
ML202526000224887,FEE_INFLATION
BR202526000187273,FEE_INFLATION
GJ202526000207997,FEE_INFLATION
AS202526000178114,FEE_INFLATION
AS202526000144675,FEE_INFLATION
BR202526000117148,FEE_INFLATION
AS202526000167756,FEE_INFLATION
AS202526000201487,FEE_INFLATION
HR202526000192009,FEE_INFLATION
AS202526000034990,FEE_INFLATION
WB202526000134997,FEE_INFLATION
BR202526000226823,FEE_INFLATION
AS202526000205409,FEE_INFLATION
AS202526000207596,FEE_INFLATION
MH202526000068684,FEE_INFLATION
AS202526000203556,FEE_INFLATION
AS202526000010277,FEE_INFLATION
AS202526000121865,FEE_INFLATION
WB202526000183300,FEE_INFLATION
GJ202526000185645,FEE_INFLATION
KL202526000157811,FEE_INFLATION
UT202526000215659,FEE_INFLATION
BR202526000022505,FEE_INFLATION
AS202526000190995,FEE_INFLATION
AS202526000201118,FEE_INFLATION
OR202526000152540,FEE_INFLATION
AP202526000101253,FEE_INFLATION
KA202526000123076,FEE_INFLATION
AS202526000163035,FEE_INFLATION
KL202526000073463,FEE_INFLATION
BR202526000130713,FEE_INFLATION
AS202526000161213,FEE_INFLATION
OR202526000234644,FEE_INFLATION
BR202526000206584,FEE_INFLATION
GA202526000129255,FEE_INFLATION
AS202526000065566,FEE_INFLATION
AS202526000200705,FEE_INFLATION
KA202526000174892,FEE_INFLATION
HP202526000101474,FEE_INFLATION
BR202526000214537,FEE_INFLATION
HR202526000165196,FEE_INFLATION
AS202526000076106,FEE_INFLATION
